"ss_presented","inhibited","SSD","rt"
0,-999,-999,511.777677690048
0,-999,-999,848.513551935965
0,-999,-999,482.902789966085
0,-999,-999,369.759295045395
0,-999,-999,590.134258727086
0,-999,-999,500.317527869637
0,-999,-999,423.249226614961
0,-999,-999,391.516363375365
0,-999,-999,518.728180050941
0,-999,-999,570.77518762925
0,-999,-999,410.350313254981
0,-999,-999,628.602008160441
0,-999,-999,451.452549979458
0,-999,-999,328.739653663411
0,-999,-999,466.870265154229
0,-999,-999,550.971192547896
0,-999,-999,539.165374081365
0,-999,-999,561.390171533374
0,-999,-999,663.421033188273
0,-999,-999,341.187712800159
0,-999,-999,678.402345998408
0,-999,-999,574.540388082015
0,-999,-999,516.129800302742
0,-999,-999,490.273646175537
0,-999,-999,514.085151827939
0,-999,-999,520.965732021711
0,-999,-999,462.656752311979
0,-999,-999,587.973175464437
0,-999,-999,557.487595639819
0,-999,-999,531.404550877407
0,-999,-999,633.390945033959
0,-999,-999,470.697338804145
0,-999,-999,584.57780846883
0,-999,-999,485.120036540888
0,-999,-999,412.587516027794
0,-999,-999,583.423388456383
0,-999,-999,503.53276014789
0,-999,-999,741.607158745289
0,-999,-999,457.661073937632
0,-999,-999,494.734972098243
0,-999,-999,431.919919734382
0,-999,-999,581.649470592396
0,-999,-999,376.383130567598
0,-999,-999,353.075735547007
0,-999,-999,521.974284389696
0,-999,-999,489.003727550778
0,-999,-999,402.141816511784
0,-999,-999,561.175300393688
0,-999,-999,544.018767863443
0,-999,-999,376.401280574855
0,-999,-999,396.940159865157
0,-999,-999,625.779390689479
0,-999,-999,545.672776154096
0,-999,-999,469.04344931323
0,-999,-999,449.525030177891
0,-999,-999,477.287246640576
0,-999,-999,522.841525733714
0,-999,-999,434.523331317841
0,-999,-999,307.098528171241
0,-999,-999,637.482683458173
0,-999,-999,400.970582209028
0,-999,-999,615.906384294685
0,-999,-999,479.209815512587
0,-999,-999,627.475675922443
0,-999,-999,886.444970536992
0,-999,-999,500.301735980758
0,-999,-999,423.370517613277
0,-999,-999,553.239624122087
0,-999,-999,535.151193541226
0,-999,-999,585.051058463087
0,-999,-999,355.41125100312
0,-999,-999,436.762161811005
0,-999,-999,602.731443066473
0,-999,-999,398.421915917646
0,-999,-999,462.260898833793
0,-999,-999,563.724964088716
0,-999,-999,435.584933341723
0,-999,-999,454.866606302408
0,-999,-999,377.054067048254
0,-999,-999,524.809112700018
0,-999,-999,370.274037669661
0,-999,-999,448.550359838456
0,-999,-999,363.197794981642
0,-999,-999,468.725289974124
0,-999,-999,549.990131743839
0,-999,-999,385.630743349232
0,-999,-999,406.677697596744
0,-999,-999,625.626618551906
0,-999,-999,457.874495679762
0,-999,-999,469.687123261959
0,-999,-999,547.050188840393
0,-999,-999,417.213297981255
0,-999,-999,410.29480405465
0,-999,-999,455.80393424644
0,-999,-999,550.392824642695
0,-999,-999,567.426986065656
0,-999,-999,445.956856405022
0,-999,-999,604.31154445577
0,-999,-999,597.256695955616
0,-999,-999,276.690001483364
0,-999,-999,637.407267322712
0,-999,-999,544.453337947483
0,-999,-999,846.240316071236
0,-999,-999,621.748432049728
0,-999,-999,320.608745054894
0,-999,-999,403.516390847086
0,-999,-999,510.565096059238
0,-999,-999,490.07208601075
0,-999,-999,500.665047219716
0,-999,-999,560.213347057183
0,-999,-999,362.822079930844
0,-999,-999,439.524697236909
0,-999,-999,562.725586023725
0,-999,-999,621.247685011511
0,-999,-999,552.643182766008
0,-999,-999,426.516339716552
0,-999,-999,472.931510914854
0,-999,-999,664.663830052835
0,-999,-999,593.199824466255
0,-999,-999,415.553441838305
0,-999,-999,438.066217601381
0,-999,-999,495.829594757604
0,-999,-999,236.233708855405
0,-999,-999,397.596173675465
0,-999,-999,588.608931495993
0,-999,-999,708.575888278935
0,-999,-999,422.490313411471
0,-999,-999,620.52118606714
0,-999,-999,460.781492753921
0,-999,-999,478.651405605169
0,-999,-999,530.358059450829
0,-999,-999,362.472551966505
0,-999,-999,346.952106053862
0,-999,-999,406.246794709354
0,-999,-999,620.321288700135
0,-999,-999,615.480161364428
0,-999,-999,301.523168709412
0,-999,-999,502.409952110068
0,-999,-999,454.86755408472
0,-999,-999,465.529233608807
0,-999,-999,467.665749845419
0,-999,-999,536.361779835033
0,-999,-999,484.826443269021
0,-999,-999,452.857678449252
0,-999,-999,406.319919243504
0,-999,-999,757.684057226895
0,-999,-999,403.112317375446
0,-999,-999,645.886261189768
0,-999,-999,464.078199529488
0,-999,-999,475.379016383791
0,-999,-999,604.669612785739
0,-999,-999,641.30420826785
0,-999,-999,391.148266840915
0,-999,-999,415.753223889641
0,-999,-999,378.242511685571
0,-999,-999,541.808871652147
0,-999,-999,470.116373035946
0,-999,-999,306.937023875132
0,-999,-999,540.578959193064
0,-999,-999,419.367806625797
0,-999,-999,418.802070976884
0,-999,-999,543.116331282231
0,-999,-999,534.156291554145
0,-999,-999,551.025203327704
0,-999,-999,569.164278936998
0,-999,-999,464.043700204504
0,-999,-999,498.244578467678
0,-999,-999,390.837426183193
0,-999,-999,653.139086923341
0,-999,-999,767.14907221038
0,-999,-999,313.83616970569
0,-999,-999,496.419757071247
0,-999,-999,523.912668453899
0,-999,-999,506.969172674228
0,-999,-999,468.833762945267
0,-999,-999,549.183116223825
0,-999,-999,526.254717927793
0,-999,-999,527.53814160792
0,-999,-999,442.48414486533
0,-999,-999,473.328390369819
0,-999,-999,415.66899626275
0,-999,-999,442.750882532113
0,-999,-999,435.436816424703
0,-999,-999,565.533869502999
0,-999,-999,493.470968780905
0,-999,-999,600.406373745483
0,-999,-999,419.786152799298
0,-999,-999,500.732751515976
0,-999,-999,532.283979178045
0,-999,-999,579.267823344587
0,-999,-999,463.241373838746
0,-999,-999,611.301559850794
0,-999,-999,502.05381366186
0,-999,-999,558.246730680729
0,-999,-999,350.500145899638
0,-999,-999,609.29253135297
0,-999,-999,779.92254061122
0,-999,-999,471.830007175479
0,-999,-999,592.073277019098
0,-999,-999,609.178693907081
0,-999,-999,378.243588061326
0,-999,-999,568.507174113563
0,-999,-999,579.826211735032
0,-999,-999,576.121925257618
0,-999,-999,427.678306214718
0,-999,-999,384.440206773236
0,-999,-999,685.73216778831
0,-999,-999,355.529263617015
0,-999,-999,389.898131236742
0,-999,-999,247.61350948445
0,-999,-999,433.27673340688
0,-999,-999,502.138742692379
0,-999,-999,492.769716328782
0,-999,-999,513.649041381248
0,-999,-999,464.403719888598
0,-999,-999,492.344460623509
0,-999,-999,364.35144054537
0,-999,-999,441.585652834115
0,-999,-999,469.42521882717
0,-999,-999,460.819569454677
0,-999,-999,472.613733874124
0,-999,-999,687.269343182571
0,-999,-999,609.494503064766
0,-999,-999,402.914564543864
0,-999,-999,440.683191934879
0,-999,-999,528.179648575948
0,-999,-999,322.712795093984
0,-999,-999,473.436115689212
0,-999,-999,391.41583449209
0,-999,-999,522.778344530327
0,-999,-999,402.24746333707
0,-999,-999,406.471002747857
0,-999,-999,547.823137463004
0,-999,-999,527.17369656527
0,-999,-999,505.620643576716
0,-999,-999,536.452014220674
0,-999,-999,447.547288975757
0,-999,-999,464.356421614767
0,-999,-999,617.729906606723
0,-999,-999,529.361654975775
0,-999,-999,350.061376863147
0,-999,-999,479.61909673395
0,-999,-999,454.48077640131
0,-999,-999,359.791799126388
0,-999,-999,514.387229149398
0,-999,-999,486.506399108619
0,-999,-999,491.909538255952
0,-999,-999,505.085472764376
0,-999,-999,625.067120415312
0,-999,-999,463.975022985235
0,-999,-999,381.909994203643
0,-999,-999,576.377931547356
0,-999,-999,584.926443576213
0,-999,-999,574.923333261498
0,-999,-999,709.141482212313
0,-999,-999,401.503024617031
0,-999,-999,341.307822062468
0,-999,-999,364.400683840663
0,-999,-999,554.874315167476
0,-999,-999,384.874586551413
0,-999,-999,580.066727394015
0,-999,-999,388.75002012581
0,-999,-999,398.523060086156
0,-999,-999,487.922659093238
0,-999,-999,392.318474099609
0,-999,-999,381.41368209758
0,-999,-999,431.696473109951
0,-999,-999,508.170357549419
0,-999,-999,665.909198461901
0,-999,-999,874.862454277971
0,-999,-999,449.008305175527
0,-999,-999,558.320745032177
0,-999,-999,547.552717079129
0,-999,-999,579.905605508676
0,-999,-999,490.755843081205
0,-999,-999,451.082105248125
0,-999,-999,441.548022895552
0,-999,-999,422.052388886607
0,-999,-999,313.279786951489
0,-999,-999,488.250680648251
0,-999,-999,423.315709940404
0,-999,-999,518.629835694874
0,-999,-999,533.331599853431
0,-999,-999,420.546253446936
0,-999,-999,557.913857685527
0,-999,-999,555.41431047446
0,-999,-999,665.307585130364
0,-999,-999,507.237587592028
0,-999,-999,442.762876076329
0,-999,-999,538.088346122082
0,-999,-999,555.152856497071
0,-999,-999,607.136656002534
0,-999,-999,440.38107597165
0,-999,-999,437.426155814417
0,-999,-999,478.951956958692
0,-999,-999,486.074024048947
0,-999,-999,601.782389297299
0,-999,-999,606.048294812012
0,-999,-999,556.243007557939
0,-999,-999,431.715494643329
0,-999,-999,244.693831597108
0,-999,-999,342.466575942239
0,-999,-999,469.51972091034
0,-999,-999,426.963939394925
0,-999,-999,489.692484558908
0,-999,-999,340.911067067534
0,-999,-999,557.254938595553
0,-999,-999,471.751323246808
0,-999,-999,691.021952062167
0,-999,-999,477.215697478197
0,-999,-999,803.651257305665
0,-999,-999,523.176163830545
0,-999,-999,600.421766906189
0,-999,-999,525.756500014553
0,-999,-999,531.747109169141
0,-999,-999,486.42306412443
0,-999,-999,660.748777156419
0,-999,-999,484.656935003729
0,-999,-999,613.100974647268
0,-999,-999,520.080505502545
0,-999,-999,661.289215609267
